ITWAC	REPUBBLICA	WIKICONLL	ADV-N	semantica nome	serve contesto	valore prefisso	contesto
4	0	16	non-A	-
							ITWAC	, madre-figlio ) , come  pensa  l Occidente , ma A può esistere solo grazie all esistenza di	non-A	: non esiste bene senza male né uomo senza donna né vita senza morte .
0	6	0	non-accordo	processo	x
							ITWAC	Il male è un	non-accordo	, perché « moltissimi paesi sono d accordo nel dire no a un compromesso al ribasso » .
							ITWAC	, facendo fede alla smentita da lui già data dopo la notizia del ritiro adducendo la  voce  al	non-accordo	con alcuna squadra facente parte al ProTour ...
							ITWAC	La maggioranza e lo scenario del dopo-Tremonti Se un accordo è difficile Un	non-accordo	sarà mortale Sergio Soave A giudizio delle opposizioni , le dimissioni del ministro dell Economia hanno portato il governo in
							ITWAC	Sfoglia le pagine Impiccarsi a una promessa non serve al Paese Se un accordo è difficile Un	non-accordo	sarà mortale Un passo falso in direzione del caos Sognando la libertà per la Mongolia Più controlli a Roma per
							REPUBBLICA	Dello stesso avviso sembra la Uil quando afferma che  in presenza di un	non-accordo	con gli industriali , l intesa per il pubblico impiego va estesa erga omnes  .
							REPUBBLICA	E invece ecco che dal cilindro dell Alfa Romeo salta fuori la Ford appena reduce da un	non-accordo	con la Fiat .
							REPUBBLICA	Una tesi , questa , di un	non-accordo	fra De Mita e Andreotti che è fatta propria anche dall Avanti !
							REPUBBLICA	La formula è quel trionfo dell ambiguità diplomatica che si chiama accordo sul	non-accordo	.
							REPUBBLICA	La coalizione del Pacifico Mentre a Montreal si firmava l accordo sul	non-accordo	, una testa pensante del partito democratico americano , il senatore Bill Bradley , ha proposto senza mezzi termini una
							REPUBBLICA	tassazione delle rendite finanziarie si sono confermati gli scogli più difficili , i punti dove sussiste il pericolo di un	non-accordo	secondo le parole del numero due della Cisl .

22	0	0	non-acquisto	-	x
							ITWAC	24 novembre giornata del	non-acquisto	.
							ITWAC	privilegi e posizioni di rendita , i consumatori non potranno che continuare ad usa la loro potentissima arma : il	non-acquisto	.
							ITWAC	vi e altresi una parte di responsabilita dello stesso gestore , cioe di ebay , che ammette quest ipotesi di	non-acquisto	.
							ITWAC	Perche vuol dire che i consumatori , con il comportamento del	non-acquisto	, hanno cominciato a far valer il loro potere , convincendo i commercianti che , se vogliono vendere , devono
							ITWAC	Per questo si propone di organizzare estesamente il	non-acquisto	da quelle pompe di benzina che sono collegate con i Governi che organizzano la guerra .
							ITWAC	L arma migliore rimane sempre la scelta , in questo caso il	non-acquisto	.
							ITWAC	utilizzando giustificazioni non più accettabili dal consumatore , sempre più consapevole del grande potere che ha : il potere del	non-acquisto	.
							ITWAC	TRIESTE In occasione della giornata del	non-acquisto	, è proposto un incontro pubblico di presentazione della campagna  Bilanci di giustizia  .
							ITWAC	Domani e la giornata mondiale del	non-acquisto	( Buy Nothing Day ) .
							ITWAC	I cali di fatturato sono un dato di fatto , grazie ai consumatori che , con il	non-acquisto	- hanno penalizzato i furbi ( quasi tutti ) .
							ITWAC	1 ) è vero che il	non-acquisto	non è l unico e forse nemmeno il più efficace dei metodi di pressione ma a mio parere ha un
							ITWAC	consumatore , con tanto di ricetta del medico che gli prescrive proprio quel farmaco con quel principio attivo , il	non-acquisto	di qualche consumatore ( caso molto raro ) non porterebbe ad alcun danno .
							ITWAC	Acrilamide nei prodotti alimentari CS Problema molto serio , il silenzio delle autorità 26 Kb Buy nothing day Giornata del	non-acquisto	( o dell acquisto critico ) 55 Kb Fondazione Cassa di Risparmio sostiene i consumatori CS 20.11.02 - Con una
							ITWAC	Non sono di questo parere , ad esempio , i promotori del Buy Nothing Day , ovvero la Giornata del	non-acquisto	, un iniziativa che ormai da diversi anni propone in tutto il mondo una moratoria degli acquisti per 24 ore
							ITWAC	quest ultima e quella che sta sempre piu mancando , per cui usa il suo grande potere , quello del	non-acquisto	.
							ITWAC	prosegue  poiché vuol dire che i consumatori stanno divenendo  cittadini consapevoli  che , con il comportamento del	non-acquisto	, cominciano a far valer il loro potere , convincendo i commercianti che , se vogliono vendere , devono prima

0	13	28	non-aggressione	-	x
							ITWAC	l accordo con Hitler , il patto Molotov-von Ribentrop non era per la spartizione ecc.ecc. ma era un patto di	non-aggressione	.
							ITWAC	Nel 1939 le truppe tedesche occupavano anche il resto della Cecoslovacchia ; in agosto il patto di	non-aggressione	stretto con l URSS costituì la premessa allo scoppio delle ostilità , inevitabile dopo che il 1 ° settembre furono
							ITWAC	, mentre Hitler occupava l Europa fino a dove cominciava la Russia staliniana , legata alla Germania dal patto di	non-aggressione	.
							ITWAC	, a contattare i governi non-comunisti che riconoscevano il controllo sovietico dell ex Impero Zarista e ad offrire assicurazioni di	non-aggressione	.
							ITWAC	Ecco perché il ragionamento si arresta al concetto di pace perpetua come garanzia di	non-aggressione	e ripudio della guerra in nome di un diritto internazionale che risolve le controversie mediante l arbitrato .
							ITWAC	e dello Stern , presso Gerusalemme , nel villaggio di Deir Yassin , il quale aveva stipulato un accordo di	non-aggressione	con l Haganà nel tentativo di conservare le proprie terre .
							ITWAC	architettoniche audaci , capaci di superare tali istituzioni monopoliste e dare vita ad un ordine naturale retto dal principio di	non-aggressione	, scorge nella polifonia medievale ( o « anarchia feudale » ) l assenza delle tre prerogative principali del Leviatano
							ITWAC	Il nodo del problema sta in un trattato di	non-aggressione	, che la Corea vuole ottenere da Washington ( assieme ad un programma di aiuti economici ) in cambio della
							REPUBBLICA	nelle tre repubbliche baltiche sovietiche a manifestazioni di piazza , autorizzate dai governi locali , nell anniversario del patto di	non-aggressione	fra il governo stalinista sovietico e quello della Germania nazista , che portò poi all annessione della Lituania , Lettonia
							REPUBBLICA	Secondo quanto si è appreso aggiungeva il rapporto essi hanno firmato un trattato militare in sostituzione del precedente accordo di	non-aggressione	.
							REPUBBLICA	era scelta a caso : segnava i quarant anni dal patto segreto nazi-sovietico , l accordo Molotov-Ribbentrop che sanciva la	non-aggressione	fra Urss e Germania hitleriana e delimitava le zone d influenza nell Europa orientale .
							REPUBBLICA	ha stabilito una volta per tutte , come ha rivelato il giornale Argomenti e fatti , che al patto di	non-aggressione	tra Urss e Germania era stato aggiunto un protocollo segreto il cui testo è identico alle copie del documento in
							REPUBBLICA	Ambizioni segrete Il trattato di	non-aggressione	che non sopravvisse ad Abdallah è di nuovo realtà , e realtà ufficiale .
							REPUBBLICA	e Pechino dichiarano che svilupperanno le loro relazioni sulla base di mutuo rispetto della sovranità e dell integrità territoriale ,	non-aggressione	, non-interferenza nei rispettivi affari interni , uguaglianza , reciproco vantaggio e coesistenza pacifica .
							WIKICONLL	I tedeschi successivamente ruppero il trattato di	non-aggressione	con l URSS e la invasero per impadronir- si delle relative risorse , ma l esito di tale campagna fu
							WIKICONLL	statale implica l esistenza della tassazione , che secondo i miniarchici entro determinati limiti non andrebbe conto l assioma di	non-aggressione	, come sostenuto dagli anarco-capitalisti , dato che verrebbe utilizzata per difendere i diritti di ogni uomo .
							WIKICONLL	La Turchia aveva firmato un patto di	non-aggressione	con la Bulgaria .
							WIKICONLL	Infine da ricordare l adesione nel 1937 della Turchia ad un patto di	non-aggressione	con l Afghanistan , Iraq e Iran .
							WIKICONLL	Dopodiché , sotto consiglio del capitano Sisko , il governo bajoriano firmò un trattato di	non-aggressione	con il Dominio , cosa che permetté alle forze bajoriane di rimanere illese all interno della stazione .
							WIKICONLL	lo spazio romulano - la Zona Neutrale - ed attaccarono la Federazione , prima che fosse denunciato il trattato di	non-aggressione	: la guerra scoppiò nuovamente in tutta la sua violenza .
							WIKICONLL	Grazie al lavoro del Reverendo Malchio , la Gilda ha trattati di	non-aggressione	con le tre maggiori fazioni ( Alleanza Terrestre , ZAFT e Orb ) .
							WIKICONLL	Un accordo di	non-aggressione	Tedesco-Polacco venne firmato e al governo della Libera Città venne ordinato dai nazisti di cessare la creazione di problemi .
							WIKICONLL	fatto capo di Atene ) venne stipulata la pace di Callia : si trattava in definitiva di un trattato di	non-aggressione	, dove si stabilì l autonomia delle città greche dell Asia Minore , benché facenti parte dell Impero Persiano ,
							WIKICONLL	Restava una piccola opposizione popolare , fin da quando l Unione Sovietica venne ad essere legata al patto di	non-aggressione	con la Germania nazista .
							WIKICONLL	Il 14 febbraio la Bulgaria firmò un patto di	non-aggressione	con le potenze dell Asse ed il 1° marzo si unì al patto tripartito .
							WIKICONLL	, a contattare i governi non-comunisti che riconoscevano il controllo sovietico dell ex Impero Zarista e ad offrire assicurazioni di	non-aggressione	.
							WIKICONLL	che l esistenza dello Stato implica il monopolio della forza , nonché il netto contrasto nei confronti dell assioma di	non-aggressione	rappresentato dalla presenza della tassazione , per quanto bassa .
							WIKICONLL	delle due Coree promisero di tenere dei summit per dichiarare ufficialmente il termine della guerra e riaffermare il principio di	non-aggressione	reciproca .

13	23	7	non-allineamento	-	x
							ITWAC	dalla disputa fra due tesi opposte : quella del presidente cubano Castro , basata sulla  alleanza naturale  del	non-allineamento	con il campo socialista , e quella del presidente jugoslavo Tito , fondata sulla necessità di salvaguardare l equidistanza tra
							ITWAC	La politica di	non-allineamento	era il logico punto di arrivo dopo la rottura dei rapporti con l URSS .
							ITWAC	tanto da parte delle nazioni del campo capitalista , quanto piuttosto da quelle del campo socialista e da quelle del	non-allineamento	.
							ITWAC	Questo atto è oltretutto in contrasto con la politica estera imperiale di mediazione , di unità del continente africano e	non-allineamento	, che promuoverà la riunione ad Addis Abeba , il 23 maggio 1963 , di trenta capi di stato da
							ITWAC	fermento politico prodottosi fu causa di importanti risultati per il processo di emancipazione politico-ideologico : la promozione della politica del	non-allineamento	, un accresciuta cooperazione con l allora campo socialista , la nazionalizzazione del canale di Suez , l iscrizione nella
							ITWAC	In quel periodo la decolonizzazione si è diffusa rapidamente sotto la guida della filosofia del	non-allineamento	.
							ITWAC	La Jugoslavia fu l unico paese europeo ad optare per il	non-allineamento	e la sua collocazione geopolitica la poneva certamente su un piano differente rispetto alle altre nazioni non-allineate .
							ITWAC	Tito era convinto che l adesione al	non-allineamento	fosse una scelta cruciale per uno Stato che era la cerniera tra i due blocchi che dividevano l Europa .
							ITWAC	- Conferenza asiatica di Colombo ( Birmania , Ceylon , India , Indonesia , Pakistan ) : mozioni su 	non-allineamento	 , condanna delle armi atomiche , lotta contro il colonialismo .
							ITWAC	moltissimi dei paesi membri , non più solo latinoamericani , che considerano Washington un sostanziale punto di riferimento , il	non-allineamento	si è tradotto di fatto in un più opportuno neutralismo passivo e in un sostanziale disimpegno nelle vicende mondiali .
							ITWAC	In questa Costituzione si gettavano i presupposti per un nuovo atteggiamento in politica estera : il	non-allineamento	.
							ITWAC	di cui 63 capi di stato e di governo ( per la prima volta così numerosi ) , il 	non-allineamento	 è ben lontano da quel ruolo di prestigio che ebbe ai tempi di Tito , Nehru e Nasser quando
							ITWAC	Grandi paesi non omologati sul piano politico e militare , dove si va da collocazioni di	non-allineamento	a posizionamenti di aperta ostilità agli Stati Uniti e alla Nato ( tutti e tre i paesi hanno condannato la
							ITWAC	Gli anni Sessanta hanno visto la consacrazione dei paesi dell Africa come protagonisti del	non-allineamento	.
							ITWAC	la Conferenza di Bandung del 1955 , in cui è nata la prima filosofia politica del Terzo mondo : il	non-allineamento	.
							REPUBBLICA	venute dai paesi dell Est e da quella parte di Terzo mondo che non riesce a porsi su posizioni di	non-allineamento	.
							REPUBBLICA	Come se non bastasse il Kuwait ha pagato anche per il suo	non-allineamento	sul piano internazionale , costringendo- lo a rivolger- si all Unione Sovietica per l acquisto di un sistema missilistico integrato
							REPUBBLICA	politiche , il prolungamento del cessate il fuoco unilaterale , una nuova costituzione che preservi l indipendenza nazionale , il	non-allineamento	e l amicizia con l Urss , e , soprattutto , specificando quali sono i nuovi posti di governo che
							REPUBBLICA	Ho la sensazione che il	non-allineamento	dia fastidio .
							REPUBBLICA	I punti successivi riguardano il rispetto dell Islam , i rapporti con i Paesi vicini , il rispetto del	non-allineamento	in politica estera e dei diritti umani in politica interna .
							REPUBBLICA	L India del	non-allineamento	( che ha sempre sottinteso rapporti preferenziali con l Urss ) , l India dall impalcatura economica d ispirazione socialista
							REPUBBLICA	Nomi e cognomi non ne fa ma è chiaro che il segretario del defunto Msi non può più tollerare il	non-allineamento	al suo disegno gollista dei duri e puri con croce celtica nel cassetto .
							REPUBBLICA	La carta indica per il paese una politica di	non-allineamento	e lo impegna a far cessare il sostegno offerto ai gruppi guerriglieri che partendo dal territorio etiopico attaccano paesi confinanti
							REPUBBLICA	comunisti sudanesi e Fratelli munsulmani potrebbero trovar- si d accordo : il distacco dal rapporto con l Occidente , il	non-allineamento	, che però probabilmente intendono in modi assai diversi .
							REPUBBLICA	Amleto assume un valore simbolico fin troppo didascalico , si rifiuta di scegliere e affida al film una dichiarazione di	non-allineamento	né con Jaruzelski né con Solidarnosc in reazione a un sentimento patriottico di polonità che , da qualsiasi parte venga
							REPUBBLICA	isolamento della Jugoslavia e forse l intenzione di trovare poco alla volta una sua nuova collocazione quando il fronte del	non-allineamento	ha fatto il suo tempo .
							WIKICONLL	Perseguì una politica di	non-allineamento	, mantenendo buone relazioni sia col blocco sovietico che con le nazioni capitaliste e promuovendo la cooperazione con il terzo
							WIKICONLL	primo ministro indiano Jawaharlal Nehru e con il premier di Burma U Nu lo resero più ricettivo nei confronti del	non-allineamento	.
							WIKICONLL	Dopo l indipendenza , il Ghana ha convintamente aderito agli ideali del	non-allineamento	e del Panafricanismo , entambe strettamente identificati con la politica del primo presidente , il dottor Osagyefo Kwame Nkrumah .

0	5	0	non-americani	-	x
							ITWAC	gli altri non mediante una parola che afferma , ma mediante una parola che nega : gli extracomunitari , i	non-americani	, i non europei , i non democratici , i non civili , i non sviluppati , i popoli non
							ITWAC	Tuttavia , noi	non-americani	siamo stati costretti a partecipare a questa farsa , dibattendo e analizzando la sua agenda pretestuosa .
							ITWAC	Dico noi , ma intendo noi europei e	non-americani	in genere , in quanto sembra che oltreoceano questa rimanga una ferita aperta e il dibattito relativo ancora vivo .
							ITWAC	tacciano di razzismo per il suo atteggiamento di superiorità nei confronti di altri immigrati come filippini e messicani , chiaramente	non-americani	.
							ITWAC	 , se è stato costretto a chiedere scusa , se ha chiesto punizioni esemplari per questi soldati un-american ,	non-americani	.
							ITWAC	libero  con alla testa gli Usa , diventa camera di compensazione di tutti gli interessi anti-americani o anche semplicemente	non-americani	.
							ITWAC	Asimov , che non apprezzava il punto di vista campbelliano basato sulla convinzione della  naturale superiorità degli americani sui	non-americani	 e dello  stereotipo del biondo nordico come autentico rappresentante dell Uomo Esploratore , dell Uomo Audace , dell
							ITWAC	In tempi non sospetti , quando si contavano sulle dita di una mano i	non-americani	invitati alla festa .
							ITWAC	di Copland si ambientano negli Stati Uniti , in un vago Midwest ( terre e stili di vita impenetrabili ai	non-americani	) , negli anni Trenta del Novecento .
							ITWAC	tanto volgarmente sbandierata , del  dominio a tutto campo  , dal suo gelido disprezzo per le vite dei	non-americani	, dai suoi barbari interventi militari , dal suo sostegno ai regimi dispotici e dittatoriali , dal suo spietato ordine
							ITWAC	sputiamo su tutti i  non capolavori  , su tutti i  non-assante  , su tutti i 	non-americani	 , su tutti i  non-jazz  ...
							ITWAC	Suoniamo americani qui , tanto quanto	non-americani	là .
							ITWAC	L esperienza della Coppa America dimostra che sia gli americani che i	non-americani	hanno vinto la Coppa con barche diverse , che rappresentavano qualcosa di nuovo rispetto alla soluzione vincente di quattro-cinque anni
							ITWAC	Lo stesso gesto è stato interpretato da milioni di americani e	non-americani	come il segnale della Liberazione dell Iraq dall oppressore ; anche a noi ha richiamato per qualche minuto l arrivo
							ITWAC	I	non-americani	in USA non hanno assicurazione e vengono curati .
							REPUBBLICA	ci sono gli americani esplosi qui ( Bouie , al suo nono campionato italiano ) ; e , fra i	non-americani	, decoratissimi nazionali di casa loro ( Oscar ) .
							REPUBBLICA	migliori film degli anni 80 hanno messo al primo posto Toro scatenato ( e si ricordano di ben quattro film	non-americani	: La notte di San Lorenzo , Fanny e Alexander , Berlin Alexanderplatz , Il cielo sopra Berlino ) .
							REPUBBLICA	da ringraziare che il regolamento abbia costretto de Hadeln a presentare assai più del residuo 45 per cento dei film	non-americani	: tra cui Atame di Almodovar , Il segreto del nostro Maselli , Everybody wins di Karel Reisz che vanta
							REPUBBLICA	Viene accolto con qualche perplessità : fino a quel giorno i	non-americani	sembrano solo una scusa dirigenziale per risparmiare quattrini .
							REPUBBLICA	in Somalia ha convinto Washington della inopportunità , nel futuro , di delegare il comando delle proprie truppe a ufficiali	non-americani	.
							REPUBBLICA	impedire , nel futuro , che i soldati americani siano utilizzati sotto le bandiere dell Onu e comandati da ufficiali	non-americani	.
							REPUBBLICA	delle operazioni di assistenza all Onu condotte dal Pentagono e il divieto di utilizzare soldati americani al comando di ufficiali	non-americani	.
							REPUBBLICA	e strisce saranno costrette ad abbandonare mercati di approvvigionamento ricchi come quello iraniano , il loro posto verrà preso dai	non-americani	, soprattutto europei .
							REPUBBLICA	dell Fbi Louis Freeh , s innesta quello di misteriosi finanziamenti provenienti da Pechino : è vietato accettare denaro da	non-americani	.
							WIKICONLL	Assemblò molti eroi	non-americani	, costringendo anche Crimson Fox ad unir- si a loro .

0	5	0	non-americano	-	x
							ITWAC	Questo atteggiamento verso la governance mondiale è profondamente 	non-americano	 .
							ITWAC	la propria avversione alla politica di Bush Junior e alla guerra in Iraq viene additato come nemico della patria ,	non-americano	e si incitano le folle a boicottare i loro film , i loro libri , i loro prodotti ?
							ITWAC	uno sforzo di salvare la reputazione dell esercito americano - l atteggiamento dei militari al centro dello scandalo è fondamentalmente	non-americano	» e che il resto dell esercito sta invece dimostrando coraggio e merita di essere riconosciuto per questo .
							ITWAC	In fondo , per un americano ogni	non-americano	è un americano in potenza .
							ITWAC	l Anticristo : ovvio , ogni trattato internazionale è un compromesso stilato con il Male , il mondo esterno ,	non-americano	.
							ITWAC	Difesa USA Donald Rumsfeld , che ha definito l operato di quei « pochi e isolati » soldati « assolutamente	non-americano	» .
							ITWAC	Un	non-americano	( quindi anche italiano ) puo essere messo per 7 giorni in prigione solo per  sospetto  di terrorismo
							REPUBBLICA	Sfideremo chi non ne sapesse già l origine a riconoscer- lo come	non-americano	; tanto più che il cast comprende David Carradine e Scott Wilson , tutti e due in cappello  stetson
							REPUBBLICA	propenso di tradurre ogni complicazione in semplici simboli e immagini di ciò che è bene o male , americano o	non-americano	.
							REPUBBLICA	O forse il colpevole è il provincialismo Usa verso un gruppo che è inequivocabilmente europeo , ovvero	non-americano	.
							REPUBBLICA	Anzi , come	non-americano	non posso neanche diventare presidente degli Stati Uniti ...
							REPUBBLICA	Era a capo della Texas Instruments in Europa , e nel 1991 era stato il primo	non-americano	ad essere selezionato per quella posizione .
							REPUBBLICA	Newt Gingrich promette che i soldati americani non parteciperanno più a operazioni dell Onu sotto il comando di un generale	non-americano	.
							REPUBBLICA	C è un solo	non-americano	nel gruppone nigeriano : è Sunday Bada , 25 anni , rivelazione degli ultimi due anni sui 400 .
							REPUBBLICA	di opportunità : visti i cospicui interessi della GE nel settore della difesa , il presidente non può essere un	non-americano	.
							REPUBBLICA	L idea che essere	non-americano	, non-europeo fosse un valore in sé .
							WIKICONLL	Columbia  venne lanciato per la prima missione ( STS-9 ) con 6 astronauti a bordo , incluso il primo	non-americano	a bordo di uno Shuttle , Ulf Merbold .
							WIKICONLL	Spacelab , alla quale , fra l’ altro , partecipò pure l’ astronauta tedesco Ulf Merbold , il primo astronauta	non-americano	a volare sullo Shuttle .
							WIKICONLL	Inoltre nel 1978 è la prima volta che un	non-americano	, il bahamense Mychal Thompson viene selezionato alla prima scelta .

12	5	0	non-amore	stato/condizione/entità	x
							ITWAC	Amore o	non-amore	?
							ITWAC	sistema immunitario e del timo richiede l apertura del cuore ed il rilascio del dolore conseguente al rifiuto ed al	non-amore	sperimentati sia in questa vita , sia in precedenti traumi ancestrali .
							ITWAC	La ferita più profonda del mio cuore non è quella del tuo	non-amore	, è quella del tuo non-vedermi , del tuo non-capirmi , del tuo non-considerarmi .
							ITWAC	mia voglia di te appanna tutti gli altri desideri e la disperazione che ho di non averti , del tuo	non-amore	nei miei confronti , non mi permette più nulla .
							ITWAC	pubblicò alla fine degli anni Settanta , il regista ferrarese ha tratto quattro episodi , quattro storie d amore e	non-amore	che segnano il ritorno sul set di un grande poeta : Cronaca di un amore mai esistitoLa Ragazza , il
							ITWAC	Nella solitudine si attraversa la morte , per cercare la vita ; si attraversa il	non-amore	, per cercare l amore .
							ITWAC	Con tutta la bellezza , con tutto l amore che c è , credo ci sia poco posto per il	non-amore	...
							ITWAC	Una storia di	non-amore	, ma di rabbia , dalle linee grezze e acquose .
